,Name of Chess Player,Country of Chess Player,Title of Chess Player,Rating,Description
5308,Imar Tallo Dominguez,Spain,,2287,
5309,Aras Vardanyan,Lithuania,CM,2287,
5310,Ulugbek Tillyaev,Uzbekistan,FM,2287,
5311,Ramon Chalmeta Ugas,Spain,FM,2287,
5312,Martin Chlpik,Slovakia,CM,2287,
5313,Harold Manuel Gonzalez Parra,Cuba,FM,,
5314,Mario Hackel,Germany,FM,,
5315,Eduard Hakobyan,United States,,2287,
5316,Roman Hros,Slovakia,CM,2287,
5317,Juan Lopez Ortiz,Argentina,,,
5318,David T Peng,United States,FM,,
5319,Alexei Romanov,Russia,IM,2287,
5320,Urs Rueetschi,Switzerland,FM,2287,
5321,Louis Salles,France,FM,2287,
5322,Alen Yeremyan,Armenia,FM,2287,
5323,Maziar Bagheri,Iran,FM,2287,
5324,Kevin Haack,Germany,FM,2287,
5325,Ioan Rees,Wales,FM,2287,
5326,David Wertjanz,Austria,FM,,
5327,Jorge Cabrera Trujillo,Spain,IM,,
5328,Andreas G R Moen,Norway,IM,2287,
5329,Mart Nabuurs,Netherlands,,2287,
5330,Miguel Sismeiro,Portugal,,2287,
5331,Adarsh Tripathi,India,FM,2286,
5332,Jordi Estrella Vidiella,Spain,,,
5333,Roger Derichs,Germany,FM,,
5334,Niels Jorgen Fries-Nielsen,Denmark,FM,2286,
5335,Serghei Gostev,Moldova,FM,2286,
5336,Oleg Gavryushin,Kazakhstan,FM,,
5337,Ralf Hubert,Germany,FM,,
5338,Sander Los,Netherlands,FM,2286,
5339,Carlo Kunze,Germany,FM,2286,
5340,Mark Pavlov,Russia,FM,2286,
5341,Arnaud Payen,France,IM,2286,
5342,Daniel Uribe Arteaga,Colombia,,,
5343,Dragisa Simic,Serbia,,2286,
5344,Andrej Sukovic,Montenegro,FM,2286,
5345,Michiel Abeln,Netherlands,FM,2286,
5346,Danial Asaria,United States,IM,,
5347,Kristoffer Dyrgaard,Denmark,FM,2286,
5348,Umut Erdem Gunduz,Turkey,FM,2286,
5349,Zexu Liu,China,,,
5350,Lara Schulze,Germany,FM,2286,
5351,Sadi Glasser Dumont,Brazil,FM,,
5352,Thomas Ernst,Sweden,GM,2286,
5353,Kamil Koziol,Poland,FM,2286,
5354,Elizaveta Solozhenkina,Russia,WGM,2286,
5355,Artem Odegov,Russia,FM,,
5356,Dubravko Slogar,Croatia,,2286,
5357,Alan A Smith,England,,2286,
5358,Ahmed Anibar,Morocco,,2285,
5359,Dejan Brankovic,Serbia,IM,2285,
5360,Pelle Bank,Denmark,FM,2285,
5361,Bora Cilek,Turkey,CM,2285,
5362,Tomislav Cop,Croatia,FM,2285,
5363,Nazmi Can Dogan,Turkey,FM,2285,
5364,Amir Hadzovic,Bosnia-Herzegovina,FM,2285,
5365,Elmar Karst,Germany,FM,2285,
5366,Gus Huston,United States,FM,2285,
5367,Mickael Hutois,France,FM,2285,
5368,Matas Indriunas,Lithuania,FM,2285,
5369,Ponnuswamy Konguvel,India,IM,2285,
5370,Bence Leszko,Hungary,FM,2285,
5371,Borja Navarro Ortiz de Orruno,Spain,FM,2285,
5372,Predrag Nikac,Montenegro,IM,2285,
5373,Piero Mazzilli,Italy,FM,2285,
5374,Slave Trajkoski,North Macedonia,FM,2285,
5375,Albert Tomasi,France,FM,2285,
5376,Zaw Oo,Myanmar,FM,,
5377,Attila Turzo,Hungary,IM,2285,
5378,Alvaro Bayo Milagro,Spain,FM,2285,
5379,Adrian Gomez Dieguez,Spain,FM,2285,
5380,Stephen Jessel,Ireland,FM,2285,
5381,Alina l'Ami,Romania,IM,2285,
5382,Reja Neer Manon,Bangladesh,CM,2285,
5383,Xavier Martinez Pla,Spain,FM,2285,
5384,Rade Milosavljevic,Serbia,FM,,
5385,Andrey Moiseev,Russia,,,
5386,Davoud Pira,France,IM,2285,
5387,Jose Remolar Gallen,Spain,FM,2285,
5388,Primoz Riegler,Slovenia,FM,2285,
5389,Sikko Ros,Netherlands,,2285,
5390,Carlos Cruz-Lopez Claret,Spain,FM,,
5391,Pavel Mudra,Czech Republic,FM,2285,
5392,Roy Vagman,Israel,FM,2285,
5393,Deniz Arman,Sweden,FM,2285,
5394,Jorge De Jesus Perez Marimon,Cuba,FM,2285,
5395,Arhan Chethan Anand,India,,2285,
5396,Santiago Beltran Rueda,Spain,IM,2284,
5397,Cesar Alcala Gonzalez,Spain,,2284,
5398,Pavel Freisler,Czech Republic,IM,2284,
5399,Murad Garayev,Azerbaijan,,2284,
5400,Stephen Dishman,England,FM,2284,
5401,Andrei Gurbanov,Israel,IM,2284,
5402,Bas Haver,Netherlands,,2284,
5403,Olaf Heinzel,Germany,IM,2284,
5404,Robert Kula,Poland,FM,,
5405,Ioan Marasescu,Romania,IM,,
5406,Gyula Meszaros,Hungary,IM,2284,
5407,Laszlo Liptay,Hungary,IM,2284,
5408,Hafizulhelmi Mas,Malaysia,IM,,
5409,Joram Op den Kelder,Netherlands,,,
5410,Jan Plachetka,Slovakia,GM,2284,
5411,Kadir Soria Delgado,Cuba,FM,2284,
5412,Zhang Xiaowen,China,WGM,2284,
5413,Marek Zakrzewski,Poland,FM,2284,
5414,Vitomir Arapovic,Bosnia-Herzegovina,IM,2284,
5415,Paul Backwinkel,Germany,FM,2284,
5416,Ayusha Dolsonov,Russia,FM,2284,
5417,Franz Hoelzl,Austria,IM,2284,
5418,Jan Johansson,Sweden,IM,2284,
5419,Konstantin Novikov,Russia,,2284,
5420,Andrei Olhovik,Belarus,FM,,
5421,Gerhard Schroll,Austria,IM,2284,
5422,Heinz Wirthensohn,Switzerland,IM,2284,
5423,Valiantsin Yezhel,Belarus,,2284,
5424,Roee Zemach,Israel,FM,2284,
5425,Talaat Zenhom,Egypt,,2284,
5426,Victor Zhmurov,Russia,FM,,
5427,Jose Escartin Lacasa,Spain,FM,2284,
5428,Myo Naing,Myanmar,IM,,
5429,Martin Vaculik,Czech Republic,FM,,
5430,Rochelle Wu,United States,FM,2284,
5431,Mads Boe,Denmark,FM,2284,
5432,Armin Farmani Anosheh,Germany,FM,2284,
5433,Denis Gjuran,Slovenia,FM,2284,
5434,Jan Gombac,Slovenia,FM,2284,
5435,Dimitrios Katopodis,Greece,FM,2284,
5436,Andrius Macionis,Lithuania,,,
5437,Joep Nabuurs,Netherlands,,2284,
5438,Rainer Roesemann,Germany,FM,2284,
5439,Kamil Szadkowski,Poland,FM,2284,
5440,Martin Wiekert,Germany,,2284,
5441,Kilian Slovak,Czech Republic,FM,2284,
5442,Hendrik Ponnet,Belgium,FM,2284,
5443,Krishnan P Saravana,India,IM,2284,
5444,Md Imran,India,FM,2284,
5445,K Rustam Behmardi,Iran,FM,,
5446,Manuel Campos Gomez,Colombia,FM,2283,
5447,Stefan Colijn,Netherlands,FM,2283,
5448,Abobker Mohamed Elarabi,Libya,FM,2283,
5449,Alexander Eybl,Austria,FM,2283,
5450,Sayed Barakat Hassan,Egypt,IM,2283,
5451,Timo Lampen,Finland,FM,,
5452,Alexandr Piskunov,Russia,FM,2283,
5453,Alexey Pakhomov,Russia,IM,2283,
5454,Nicodim-Cosmin Stepanencu,Romania,FM,2283,
5455,Zhanibek Amanov,Kazakhstan,IM,2283,
5456,Bogdan Burlacu,Romania,FM,2283,
5457,Tomislav Gruskovnjak,Slovenia,FM,2283,
5458,Thi Bao Tram Hoang,Vietnam,WGM,2283,
5459,Sasa Jevtic,Serbia,FM,2283,
5460,Stefan Mooser,Germany,FM,2283,
5461,Andre Oberhofer,Germany,,2283,
5462,Olivier Pucher,France,FM,2283,
5463,Fyodor Shibaev,Russia,FM,,
5464,Rainer Tomczak,Germany,FM,,
5465,Attila Istvan Csonka,Hungary,IM,2283,
5466,Juergen Haakert,Germany,FM,,
5467,Stefan Moroder,Italy,FM,2283,
5468,Sila Caglar,Turkey,WIM,2283,
5469,Petter Fossan,Norway,FM,2283,
5470,Michael Quast,Germany,FM,2283,
5471,Andrey Vlasov,Russia,,2283,
5472,Nikolai Vlassov,Russia,IM,2283,
5473,Valer Krutti,Hungary,IM,2283,
5474,Lucas Mariette,France,FM,2283,
5475,Peter Polyik,Hungary,FM,2283,
5476,Oussama Adel Lahchaichi,Spain,FM,2282,
5477,Alexander Bragin,Russia,,2282,
5478,Davi Sulzbacher Goncalves,Brazil,FM,,
5479,Mehdi Hosseinipour,Iran,FM,,
5480,Gabor Kun,Hungary,,2282,
5481,Kim Le Quang,Belgium,FM,2282,
5482,Panagiotis Michelakos,Greece,FM,2282,
5483,Thomas Therkildsen,France,FM,2282,
5484,Johannes Steindl,Austria,FM,2282,
5485,David Temirkanov,Russia,FM,,
5486,Andreas Umbach,Switzerland,FM,2282,
5487,Anatolyi Zajarnyi,Moldova,IM,,
5488,Hongjin Ahn,South Korea,IM,2282,
5489,Andrea Amato,Italy,FM,2282,
5490,David Biro,Hungary,,2282,
5491,Dario Brun,Italy,FM,,
5492,M Chakravarthi Reddy,India,IM,2282,
5493,Lubos Debnar,Slovakia,FM,2282,
5494,Alexandr Doncev,Moldova,,2282,
5495,Carl Fredrik Ekeberg,Norway,FM,2282,
5496,Vladimir Hresc,Croatia,IM,2282,
5497,Marian Sabol,Czech Republic,FM,2282,
5498,Samuel Weber,Germany,FM,2282,
5499,Viktor Yermishin,Russia,IM,,
5500,Jiangnan Zhou,China,,,
5501,Filemon Cruz,Peru,IM,2282,
5502,Evgeny Ermolaev,Russia,FM,2282,
5503,Mladen Vrban,Croatia,FM,2282,
5504,Hendrik Moeller,Germany,FM,2282,
5505,Pimpalkhare Vedant,India,CM,2282,
5506,Makan Rafiee,Germany,FM,2282,
5507,Evgeny Egorov,Kazakhstan,IM,2282,
5508,Daniel Fernandez Losada,Spain,,,
5509,Etienne Mensch,France,IM,2282,
5510,Gerhard Junesch,Germany,FM,2282,
5511,Christoph Kuberczyk,Germany,FM,2282,
5512,Igor Saric,Montenegro,FM,2282,
5513,Roman Bashilin,Ukraine,FM,2281,
5514,Robert Beekman,Netherlands,,2281,
5515,Vladimir Bartak,Czech Republic,CM,,
5516,Nick Bijlsma,Netherlands,FM,2281,
5517,Stefan Brettschneider,Germany,FM,,
5518,Patryk Chylewski,Poland,IM,2281,
5519,Selim Citak,Turkey,FM,2281,
5520,Xavier Delebarre,France,,2281,
5521,Nathan De Strycker,Belgium,FM,2281,
5522,Artem Dobrosmyslov,Russia,,2281,
5523,Atilla Eynullayev,Azerbaijan,FM,2281,
5524,Martin Guevara,Nicaragua,FM,2281,
5525,Ari Kiremitciyan,Turkey,FM,,
5526,Per Larsson,Sweden,FM,2281,
5527,Klaudia Kulon,Poland,IM,2281,full bio coming soon...
5528,Jiri Liska,Czech Republic,FM,2281,
5529,Mikhei Navumenka,Belarus,FM,2281,
5530,Wolfgang Steiger,Germany,FM,2281,
5531,Yotam Shohat,Israel,FM,2281,
5532,Zoltan Siklosi,Hungary,IM,2281,
5533,Tumen Tsybikov,Russia,FM,,
5534,Alberto Vela Frago,Spain,,2281,
5535,Llewellyn Vidal,France,FM,,
5536,Simon Viel,France,FM,2281,
5537,Ambjorn Alle Wahlin,Sweden,,2281,
5538,Enrique Alvarez Fernandez,Spain,FM,2281,
5539,Dmitriy Daudov,Russia,,,
5540,Vegar Koi Gandrud,Norway,FM,2281,
5541,Lisandra Llaudy Pupo,Cuba,WIM,,
5542,Edgar Mamedov,Kazakhstan,FM,2281,
5543,Hayk Mirimanian,France,FM,2281,
5544,Ahmad Azeez Jawad Obada,Iraq,IM,2281,
5545,Peter Rechmann,Germany,FM,2281,
5546,John R Richardson,England,FM,2281,
5547,Adrian Roos,Belgium,FM,2281,
5548,Andreas Schweitzer,Germany,,2281,
5549,Attila Aba Virag,Hungary,,2281,
5550,Mihailo Vujic,Serbia,FM,2281,
5551,Christopher Wallis,Australia,FM,2281,
5552,Ilgar Bajarani,Azerbaijan,IM,,
5553,Markku Hartikainen,Finland,FM,2281,
5554,Kyaw Lin Naing,Myanmar,FM,,
5555,Michiel Van Wissen,Netherlands,FM,2281,
5556,Dr Thomas Wessendorf,Germany,FM,2281,
5557,Enrique Fernandez Aguado,Spain,IM,2281,
5558,Rouslan Pogorelov,Ukraine,GM,2281,
5559,Vadim Alekseev,Belarus,IM,2280,
5560,Albert Castillo Dalmau,Spain,FM,2280,
5561,Rabah Bouhallel,France,FM,2280,
5562,Pieter Claesen,Belgium,IM,,
5563,Zeki Berke Caputcuoglu,Turkey,FM,2280,
5564,Tibor Dencsi,Hungary,FM,2280,
5565,Lucian Gilea,Romania,FM,2280,
5566,Zuzana Hagarova,Slovakia,IM,2280,
5567,Soren Bech Hansen,Denmark,FM,2280,
5568,Jere Huovinen,Finland,,2280,
5569,Mario Lanzani,Italy,IM,2280,
5570,Enrico Marchio,Germany,FM,2280,
5571,Stephanus Kurniawan,Australia,FM,2280,
5572,Laszlo Musitz,Hungary,,,
5573,Marti Mayo Casademont,Spain,FM,2280,
5574,Joost Retera,Netherlands,FM,2280,
5575,Tom Rydstrom,Sweden,FM,2280,
5576,Runar Sigurpalsson,Iceland,FM,2280,
5577,Alexey Tyutyunnikov,Russia,,,
5578,Awam Wahono,Indonesia,IM,,
5579,Gabor Sugar,Hungary,,,
5580,Cristian Vasquez Toledo,Chile,,2280,
5581,Sebastien Abello,France,,2280,
5582,Ravan Aliyev,Azerbaijan,FM,2280,
5583,Sebastian Almagro Mazariegos,Spain,FM,2280,
5584,Kagan Aydincelebi,Turkey,FM,2280,
5585,Anders Backlund,Sweden,FM,,
5586,Ilija Grubisic,Serbia,FM,2280,
5587,Dr Guntram Hainke,Germany,FM,2280,
5588,Qing Aun Lee,Singapore,FM,2280,
5589,Valery Mironov,Russia,FM,,
5590,Michael Pichler,Austria,,,
5591,Arkady Shevelev,Israel,IM,,
5592,Andrey Shirokov,Russia,,2280,
5593,Erik Sobjerg,Denmark,,2280,
5594,Rao S V Srinath,India,IM,2280,
5595,Rafael Stefano,Argentina,,,
5596,Georgi Tomov,Bulgaria,FM,2280,
5597,Ulrich Zimmermann,Germany,,2280,
5598,Vladimir Jotic,Serbia,FM,2280,
5599,Elwin Van der Auweraert,Netherlands,FM,,
5600,Aleksandar Vrbljanac,Serbia,FM,2280,
5601,Tibor Bodi,Hungary,FM,2280,
5602,Ekaterina Goltseva,Russia,FM,2280,
5603,Antonio Naranjo Moreno,Spain,FM,2280,
5604,Josef Obsivac,Czech Republic,FM,2280,
5605,Petros Rahmanidis,Greece,,2280,
5606,Olli Sisatto,Finland,FM,2280,
5607,Igor Siuniakov,Russia,IM,,
5608,Tobias Voege,Germany,FM,2280,
5609,Derek Oconnor,United States,,,
5610,Anton Prikhodko,Russia,,,
5611,Yasin Sari,Turkey,FM,,
5612,Deepak Aaron,United States,,2279,
5613,Anatoly Donskov,Russia,FM,2279,
5614,Marko Fadi,Egypt,FM,2279,
5615,Daniel Grimm,Hungary,FM,2279,
5616,Alexis M Harakis,England,FM,2279,
5617,Seyed Mehrab Khoshkalam,Iran,FM,2279,
5618,Reynir Helgason,Sweden,FM,2279,
5619,Attila Kiss,Hungary,IM,2279,
5620,Catalin-Lucian Patrascu,Romania,FM,2279,
5621,Alan Tate,Scotland,FM,2279,
5622,Ivan Tomba,Italy,FM,2279,
5623,Igor Babiy,Ukraine,,2279,
5624,Dr Bernd Baum,Germany,FM,2279,
5625,Vladislav Chizhikov,Russia,FM,,
5626,Gerd-Peter Gruen,Germany,IM,2279,
5627,Pablo Lopez Varela,Spain,FM,2279,
5628,Lik Zang Lye,Malaysia,FM,2279,
5629,Kamil Nowak,Poland,,2279,
5630,Thorsten Overbeck,Germany,FM,,
5631,Stephen J Solomon,Australia,IM,2279,
5632,Tibor Jr Csolto,Slovakia,,2279,
5633,Manuel Fenollar Jorda,Spain,IM,2279,
5634,Oleg Kozlov,Russia,IM,2279,
5635,John Rodgaard,Faroe Islands,IM,2279,
5636,Grigory Seletsky,Ukraine,FM,2279,
5637,Mario Sibilio,Italy,FM,2279,
5638,Lan Yao,China,WIM,2279,
5639,Daniel Arias,El Salvador,FM,2279,
5640,Candela Be Francisco Guecamburu,Argentina,WFM,2279,
5641,Yair Judkovsky,Israel,,2279,
5642,Xavier Pinero Fernandez,Spain,,2279,
5643,Prof Dr Andreas Vogt,Germany,FM,2279,
5644,Kevin Moises Meneses Gonzalez,Spain,FM,2279,
5645,Zbigniew Jasnikowski,Poland,IM,2279,
5646,Rusudan Goletiani,United States,IM,,"Rusudan Goletiani is a Soviet-born American international master and woman grandmaster.
Goletiani won the Girls U-12 Soviet Junior Championship in 1990, Girls U-14 World Championship in 1994, Girls U-16 World Championship in 1995, and Girls U-18 world title in 1997. She moved to the United States in..."
5647,Fernando Bolanos,Bolivia,FM,2278,
5648,Stefan Buecker,Germany,FM,,
5649,Danny De Ruiter,Netherlands,FM,2278,
5650,Sharvesh Deviprasath,United States,FM,2278,
5651,Ashritha Eswaran,United States,FM,2278,WIM Ashritha Eswaran is a 2021 U.S. Women's Chess Championship participant.
5652,Artem Gogolev,Russia,IM,2278,
5653,Maksym Goroshkov,Ukraine,FM,2278,
5654,Leandro Garcia Luengo,Spain,,2278,
5655,Vitaly Gurvich,Russia,FM,2278,
5656,Jose Maria Hernando Rodrigo,Spain,IM,2278,
5657,Anton Konaplev,Russia,FM,2278,
5658,Panayotis Kanellopoulos,Greece,,2278,
5659,Alisher Karimov,Tajikistan,FM,2278,Alisher Karimov is a Tajikistani FIDE master who qualified for the 2021 FIDE World Cup.
5660,Johannes Lerch,Austria,,2278,
5661,Miroslav Markovic,Serbia,GM,2278,
5662,Tibor Leviczky,Hungary,FM,2278,
5663,Anatoly Kuprijanov,Russia,FM,2278,
5664,Nazar Laptii,Ukraine,,2278,
5665,Maarten Larmuseau,Belgium,,,
5666,Kevin Noboa Silva,Ecuador,FM,2278,
5667,Vladyslav Sydoryka,Ukraine,FM,2278,
5668,Julianna Terbe,Hungary,WIM,2278,
5669,Nargiz Umudova,Azerbaijan,WGM,2278,
5670,Srdjan Vernacki,Croatia,FM,2278,
5671,Nikolaos Aggelis,Greece,FM,2278,
5672,Andreas Bauer,Germany,,2278,
5673,Ganzorig Erdene,Mongolia,,,
5674,Christophe Gregoir,Belgium,FM,2278,
5675,Manfred Hangweyrer,Austria,IM,2278,
5676,Trisha Kanyamarala,Ireland,WIM,2278,
5677,Ahmed Mokhtar,Egypt,,2278,
5678,Rainer Montignies,Germany,CM,2278,
5679,German Gonzalo Quirhuayo Chumbe,Peru,IM,2278,
5680,Casper Rasmussen,Denmark,FM,2278,
5681,Matthias Ruefenacht,Switzerland,FM,2278,
5682,Piotr Snihur,Poland,,2278,
5683,Max Weber,Germany,,2278,
5684,Dr Joachim Wintzer,Germany,FM,2278,
5685,Maj Zirkelbach,Slovenia,FM,2278,
5686,Petar Katanic-Vujic,Serbia,FM,2278,
5687,Milos Vlatkovic,Bosnia-Herzegovina,FM,2278,
5688,Harold Wanyama,Uganda,FM,2278,
5689,Vladislav Krasikov,Russia,FM,2278,
5690,Juan Manuel Acosta Sosa,Spain,FM,2277,
5691,Jakob Bratkovic,Slovenia,FM,,
5692,Slim Belkhodja,Tunisia,GM,2277,
5693,Andrei Chigvintsev,Russia,IM,2277,
5694,Vladislav Cherepanov,Russia,FM,2277,
5695,Dragan M Ilic,Serbia,IM,2277,
5696,Dietmar Kolbus,Germany,IM,2277,
5697,Davit Lomsadze,Georgia,GM,2277,
5698,Maulana Muhammad Kahfi,Indonesia,,2277,
5699,Carlos Larduet Despaigne,Cuba,FM,2277,
5700,Andreea-Cristiana Navrotescu,France,WGM,2277,
5701,Diana Baciu,Moldova,WIM,2277,
5702,Richard Berendsen,Netherlands,,2277,
5703,Dmitriy Biryukov,Russia,FM,2277,
5704,Daniel L Bisby,England,FM,2277,
5705,Srdjan Carnic,Serbia,FM,2277,
5706,Alejandro Castellanos Gomez,Spain,FM,2277,
5707,Klaus Klundt,Germany,IM,2277,
5708,Xueyi Li,China,WGM,2277,
5709,Ranveer Mohite,India,,,
5710,Daniel Pacheco,Argentina,FM,2277,
5711,Sebastien Pucher,France,FM,2277,
5712,Erik Ronka,Finland,FM,2277,
5713,Emanuel Schiendorfer,Switzerland,FM,2277,
5714,Norman Schuetze,Germany,,2277,
5715,Alexey Ustinov,Russia,FM,2277,
5716,Alex Yam,Canada,FM,,
5717,Klaus Berg,Denmark,IM,2277,
5718,Nicolo' Tiraboschi,Italy,,2277,
5719,Jakub Vojta,Czech Republic,FM,2277,
5720,David Lemeaux,France,FM,2277,
5721,Julian Kranzl,Austria,,2277,
5722,Senad Begic,Bosnia-Herzegovina,FM,,
5723,Artur Dilmukhametov,Russia,FM,2276,
5724,Marat Denishev,Russia,FM,2276,
5725,Luis Manuel Esquivias Quintero,Spain,FM,2276,
5726,Pavel Dimitrov,Bulgaria,IM,2276,
5727,Maxence Godard,France,IM,2276,
5728,Helmut Froeyman,Belgium,FM,2276,
5729,Stig Gabrielsen,Norway,FM,2276,
5730,Aleksander Kundin,Israel,IM,2276,
5731,Tal Levitan,Israel,,2276,
5732,Boris Maryasin,Israel,IM,2276,
5733,Edilmar Parra Cabrera,Cuba,,,
5734,Filip Pavic,Croatia,,2276,
5735,Tom Petri Petersen,Denmark,FM,2276,
5736,Finn Pedersen,Denmark,FM,2276,
5737,Gabriel Sam,United States,,2276,
5738,Andras Veszpremi,Hungary,,2276,
5739,Harry Ubayana,Indonesia,FM,,
5740,Arturo Vidarte Morales,Spain,IM,2276,
5741,Victor Vasiesiu,Romania,FM,,
5742,Isaac Valent Tello Chavez,Mexico,FM,2276,
5743,David Vigorito,United States,IM,2276,
5744,Can Haktan Unat,Turkey,FM,2276,
5745,Eugene Hua,Canada,FM,2276,
5746,Constantin Mueller,Germany,,,
5747,Evgenij Novikov,Russia,CM,,
5748,Artem Sadovsky,Russia,IM,2276,
5749,Sergio Sanchez Gonzalez,Spain,FM,2276,
5750,Anthony J Stebbings,England,FM,2276,
5751,Salah Yousry,Egypt,FM,2276,
5752,Boris Zegarac,Serbia,FM,,
5753,Simonas Zickus,Lithuania,FM,,
5754,Sehyun Kwon,South Korea,FM,2276,
5755,Zoltan Lehmann,Hungary,FM,2276,
5756,Viktor Polischuk,Germany,FM,2276,
5757,Alexander Sergeyev,Russia,FM,2276,
5758,Elena Semenova,Russia,WIM,2276,
5759,Sabahudin Buljubasic,Bosnia-Herzegovina,FM,2276,
5760,Yevgen Bondar,Switzerland,FM,2275,
5761,Stefan Djuric,Serbia,GM,2275,
5762,Ramon Ibanez Aullana,Spain,FM,2275,
5763,Fabian Maeser,Switzerland,FM,2275,
5764,Rico Mascarinas,Philippines,IM,,
5765,Zoltan Racz,Hungary,FM,2275,
5766,Anastasiya Rakhmangulova,Ukraine,WIM,2275,
5767,Darko Supancic,Slovenia,FM,2275,
5768,Marton Urhegyi,Hungary,FM,2275,
5769,Pedro Zurano Lopez,Spain,FM,2275,
5770,Yuri Borisov,Norway,FM,2275,
5771,Kateryna Dolzhikova,Ukraine,WIM,2275,
5772,Florentino Garmendez Gonzalez,Mexico,IM,,
5773,Patrick Hoeglauer,Germany,FM,2275,
5774,Antonio Lopez del Alamo,Spain,FM,2275,
5775,Roel Donker,Netherlands,CM,2275,
5776,Eugen Tripolsky,Germany,IM,2275,
5777,Jules Armas,France,IM,2275,
5778,David Sh Gevorgyan,Armenia,IM,2275,
5779,Zoran Golubovic,Serbia,,2275,
5780,Bernhard Tabernig,Austria,FM,2275,
5781,Maxime Marie,France,CM,2275,
5782,Fred Slingerland,Netherlands,IM,2275,
5783,Jiri Bouska,Czech Republic,,2275,
5784,Lars Waffenschmidt,Germany,FM,2275,
5785,Nona Gaprindashvili,Georgia,GM,2274,"Nona Gaprindashvili was the fifth women’s world champion, winning the title in 1962 and holding it for 16 years. Equally if not more notably, she was the first woman to become a grandmaster, doing so in 1978.

  
Your browser does not support the audio element.

Becoming Champion
As Champion
After..."
5786,Danila Belousov,Russia,FM,,
5787,Joshuaede Cappelletto,Italy,FM,2274,
5788,Holger Dietz,Germany,FM,2274,
5789,Luis Flores Tomasto,Peru,,2274,
5790,Fabian Fichter,Germany,,2274,
5791,Andre Fischer,Germany,,2274,
5792,Adham Kandil,Egypt,IM,2274,
5793,Ramon Miguel Lorente Pupo,Cuba,FM,,
5794,Mahmood Lodhi,Pakistan,IM,2274,
5795,Evgenij Lesovoi,Russia,FM,2274,
5796,Jan Kokoszczynski,Poland,FM,2274,
5797,Erez Kupervaser,Israel,FM,2274,
5798,Christoph Lipok,Germany,FM,2274,
5799,Piotr Mickiewicz,Poland,,2274,
5800,Danijel Mulugeta,Croatia,,2274,
5801,Tomaz Navinsek,Slovenia,FM,,
5802,Vincent McCambridge,United States,IM,,
5803,Milanto Harifidy Ralison,Madagascar,IM,2274,
5804,Soren Sogaard,Denmark,,2274,
5805,Ales Pekarek,Czech Republic,IM,2274,
5806,Juan Antonio Urbina Perez,Spain,FM,2274,
5807,Stevan Vidic,Serbia,FM,2274,
5808,Masahiro Baba,Japan,FM,,
5809,Nestor Cofre Archibold,Mexico,FM,2274,
5810,Ferenc Deak,Hungary,,,
5811,Johannes Franke,Germany,,2274,
5812,Dimitrios Kosmas-Lekkas,Greece,FM,2274,
5813,Nikolaj Palm,Denmark,FM,2274,
5814,Flavio Perez,France,FM,2274,
5815,Christoph Pfrommer,Germany,FM,2274,
5816,Danila Poliannikov,United States,FM,2274,
5817,Adam Radnai,Hungary,FM,2274,
5818,Vadim Chernov,Romania,IM,2274,
5819,Johann Ertl,Austria,FM,,
5820,Joseph Redpath,Scotland,FM,,
5821,Guenter Tischer,Germany,FM,2274,
5822,Andrii Vachylia,Ukraine,FM,2274,
5823,Stan Van Gisbergen,Netherlands,FM,2274,
5824,Suhrab Semiev,Turkmenistan,IM,,
5825,Evgenij Kretov,Russia,FM,,
5826,Alejandro Bofill Mas,Spain,IM,2274,
5827,Paul S Cooksey,England,FM,2273,
5828,Slavoljub Djosic,Serbia,FM,2273,
5829,Onno Elgersma,Netherlands,FM,2273,
5830,Javier Fidalgo Fernandez,Spain,FM,2273,
5831,Mladen Gajic,Sweden,FM,2273,
5832,Constantin Goebel,Germany,,2273,
5833,Alejo Ismael Gimenez Aguirre,Argentina,IM,2273,
5834,Dirk Hummel,Germany,,,
5835,Jens Hirneise,Germany,FM,2273,
5836,Clement Houriez,France,FM,2273,
5837,Semen Kazmin,Russia,,2273,
5838,Sergei Kovtun,Ukraine,IM,,
5839,Alexey Kamrukov,Russia,FM,,
5840,Gojko Laketic,Serbia,IM,2273,
5841,Angel Jesus Marquez Ruiz,Venezuela,CM,2273,
5842,Alex Kolay,United States,FM,2273,
5843,Zalan Nemeth,Ireland,,2273,
5844,Aleksa Micic,Serbia,FM,2273,
5845,Jhon Edison Munoz Galvez,Colombia,FM,2273,
5846,Alen Rakhimzhan,Kazakhstan,FM,2273,
5847,Alex Steinacker,Germany,FM,2273,
5848,Gurpreet Pal Singh,India,FM,,
5849,Israel Tovio,Colombia,FM,,
5850,Francisco B Vega Gomez,Spain,FM,2273,
5851,Adam A Taylor,England,,2273,
5852,Stanislav Tsyhanchuk,Belarus,IM,2273,
5853,Petr Tazlar,Czech Republic,,2273,
5854,Alin Ardeleanu,Romania,IM,2273,
5855,Marat Askerov,Russia,FM,2273,
5856,Umid Aslanov,Azerbaijan,CM,2273,
5857,Artem Batyuk,Russia,,,
5858,Tex de Wit,Netherlands,FM,2273,
5859,Ingvar Thor Johannesson,Iceland,FM,2273,
5860,Ivan Novak,Croatia,,2273,
5861,Saptarshi Roy Chowdhury,India,GM,2273,
5862,Jana Schneider,Germany,FM,2273,
5863,Emmanuel Senador,Philippines,IM,,
5864,Rayan Taghizadeh,United States,FM,,
5865,Jakob Weihrauch,Germany,,2273,
